acc_x,acc_y,acc_z,label
0.19584656,1.5412445,-0.47279644,0
0.14556885,1.6202545,-0.22978497,0
-0.060333252,1.4993439,0.2705965,0
-0.21356201,1.531662,0.23588276,0
-0.0016784668,1.6370087,-0.17352581,0
0.010284424,1.5771484,-0.28605938,0
-0.08068848,1.492157,-0.209445,0
0.0761261,1.6286316,-0.12085247,0
0.024658203,1.6537628,0.050335884,0
-0.111816406,1.4418793,0.23707294,0
0.061767578,1.5603943,-0.1232481,0
0.13838196,1.6621552,-0.3363371,0
0.017471313,1.4873657,0.002453804,0
-0.08308411,1.5544128,-0.038256645,0
0.043807983,1.6394043,-0.069384575,0
-0.019638062,1.571167,0.021603584,0
-0.10462952,1.476593,0.01560688,0
0.16113281,1.6238403,-0.30879498,0
0.05937195,1.6130676,-0.39378643,0
-0.15011597,1.4694214,0.21433735,0
-0.035202026,1.6046906,0.083844185,0
-0.005264282,1.674118,0.021603584,0
-0.095047,1.461029,0.11855793,0
0.009094238,1.5220947,-0.31479168,0
0.15513611,1.6705322,-0.4476652,0
0.0043029785,1.5639801,0.086239815,0
-0.15132141,1.4730072,0.10659504,0
0.029449463,1.5759583,-0.06338787,0
0.018676758,1.6298218,-0.081347466,0
-0.061538696,1.468216,-0.04902935,0
0.17430115,1.6070862,-0.28605938,0
0.06535339,1.6681366,-0.10409832,0
-0.095047,1.456253,0.18800068,0
-0.0723114,1.5568085,-0.105288506,0
0.019866943,1.6238403,-0.117266655,0
-0.012451172,1.5436401,-0.04423809,0
-0.08308411,1.5053253,-0.13762188,0
0.04978943,1.6022949,-0.15317059,0
-0.024429321,1.5843353,0.08025837,0
-0.031600952,1.4754028,0.059903145,0
0.08929443,1.5795441,-0.17473125,0
0.045013428,1.6226501,-0.18789959,0
-0.07710266,1.4406891,-0.023882866,0
-0.060333252,1.5496216,-0.11845684,0
-0.06871033,1.6226501,-0.066988945,0
-0.10462952,1.5053253,0.12814045,0
-0.09385681,1.5639801,-0.038256645,0
0.041412354,1.6358185,-0.14718914,0
0.009094238,1.5627899,-0.04423809,0
-0.08187866,1.4095612,0.09940815,0
0.09169006,1.5436401,-0.18908978,0
-0.060333252,1.6286316,-0.21063519,0
-0.09864807,1.4454803,0.14849567,0
0.009094238,1.5639801,-0.14479351,0
0.04978943,1.6669312,-0.11128521,0
0.18746948,1.4706116,0.079068184,0
0.15753174,1.416748,-0.25612164,0
-0.1010437,1.6298218,-0.124453545,0
-0.31532288,1.6178589,0.37473774,0
-0.18482971,1.4777985,0.24665546,0
0.42329407,1.5675812,-0.877429,0
0.55137634,1.5747681,-0.66434,0
0.19584656,1.4059753,0.5171938,0
0.1503601,1.5196991,0.40946674,0
0.13598633,1.5987091,0.05152607,0
-0.114212036,1.3952026,-0.14599895,0
-0.18603516,1.5268707,-0.4548521,0
-0.032806396,1.6944733,-0.25732708,0
-0.054351807,1.5747681,0.122159004,0
0.048599243,1.4741974,0.062298775,0
0.26168823,1.5651855,-0.100497246,0
0.2700653,1.5376587,0.14729023,0
0.25091553,1.4658203,0.055111885,0
0.28323364,1.5807495,-0.24774456,0
0.1108551,1.5532074,-0.17592144,0
-0.16448975,1.3963928,-0.0035429,0
-0.1632843,1.4598389,-0.12564373,0
-0.04118347,1.6465912,-0.019106865,0
-0.0723114,1.476593,0.052731514,0
0.045013428,1.507721,-0.2501402,0
0.18147278,1.6286316,-0.30639935,0
0.14796448,1.5424347,0.069485664,0
0.06535339,1.4586487,0.1628542,0
0.16950989,1.6166534,-0.15677166,0
0.10246277,1.5520172,-0.059802055,0
-0.055541992,1.413147,-0.069384575,0
0.027053833,1.5460358,-0.23099041,0
0.07254028,1.5998993,-0.01790142,0
-0.07110596,1.4299164,0.13891315,0
0.1048584,1.5125122,-0.14000225,0
0.19345093,1.6513824,-0.21184063,0
0.10246277,1.4706116,0.06828022,0
0.09049988,1.4813843,-0.0610075,0
0.14317322,1.6250458,-0.14479351,0
0.07733154,1.5436401,0.021603584,0
-0.032806396,1.432312,0.012021065,0
0.15634155,1.5855408,-0.2501402,0
0.15753174,1.5747681,-0.02987957,0
-0.011260986,1.408371,0.083844185,0
0.09768677,1.5520172,-0.1340208,0
0.12042236,1.6429901,-0.09930706,0
-0.057937622,1.4263153,0.050335884,0
0.028244019,1.4538574,-0.1232481,0
0.09887695,1.6537628,-0.16514874,0
0.040222168,1.5137024,0.124554634,0
-0.0028686523,1.5029297,-0.08732891,0
0.14556885,1.5651855,-0.19627666,0
0.13000488,1.5579987,-0.00593853,0
-0.032806396,1.4358978,0.03956318,0
0.15753174,1.5579987,-0.17711163,0
0.1048584,1.595108,-0.040652275,0
-0.023223877,1.4011841,0.088635445,0
0.12402344,1.5651855,-0.14718914,0
0.1443634,1.6537628,-0.1412077,0
0.017471313,1.452652,0.083844185,0
0.031845093,1.4694214,-0.05382061,0
0.14915466,1.6609497,-0.22140789,0
0.05218506,1.5615997,0.045544624,0
-0.07589722,1.4418793,-0.01790142,0
0.12162781,1.5663757,-0.18310833,0
0.08810425,1.6011047,-0.057406425,0
-0.08187866,1.397583,0.04673481,0
0.13000488,1.4969482,-0.16873455,0
0.09887695,1.6094818,-0.095721245,0
0.005508423,1.468216,0.064694405,0
0.05697632,1.5544128,-0.15317059,0
0.15634155,1.6118774,-0.14479351,0
0.10366821,1.4777985,0.117367744,0
0.039016724,1.4634247,-0.021502495,0
0.21260071,1.5987091,-0.25612164,0
0.15513611,1.5819397,-0.02748394,0
0.011489868,1.452652,0.062298775,0
0.10127258,1.5603943,-0.1627531,0
0.06774902,1.6549683,-0.14360332,0
-0.05316162,1.4754028,0.12695026,0
-0.0064697266,1.5196991,-0.021502495,0
0.03543091,1.6166534,-0.12085247,0
0.025848389,1.4945526,0.052731514,0
-0.049560547,1.5196991,-0.1232481,0
0.06895447,1.5651855,-0.10888958,0
0.15753174,1.5400391,-0.08255291,0
0.10246277,1.4430847,-0.093325615,0
0.3095703,1.5723724,-0.29562664,0
0.24133301,1.5963135,0.013226509,0
0.039016724,1.447876,0.38432026,0
0.036621094,1.5460358,-0.015505791,0
0.09049988,1.6178589,-0.34950542,0
0.036621094,1.4825897,-0.16754436,0
0.012680054,1.5065308,-0.12922955,0
0.14317322,1.6034851,-0.05861187,0
0.10006714,1.507721,0.22869587,0
0.040222168,1.4347076,0.05871296,0
0.2090149,1.5891266,-0.26570415,0
0.09887695,1.6118774,-0.21063519,0
-0.12857056,1.4275208,0.09701252,0
0.029449463,1.5807495,-0.14718914,0
0.0821228,1.6633453,-0.071780205,0
0.12879944,1.4191437,0.055111885,0
0.04978943,1.4837799,-0.086138725,0
0.12760925,1.6166534,-0.2704954,0
0.08451843,1.4969482,0.21673298,0
-0.10821533,1.4287109,-0.08015728,0
0.09169006,1.610672,-0.26451397,0
0.06774902,1.6310272,0.079068184,0
-0.055541992,1.4754028,0.110180855,0
-0.029205322,1.5532074,0.9421663,0
0.2820282,1.6322174,-0.16754436,0
0.66270447,1.4885712,-0.99952984,0
0.7261658,1.5699768,-1.684268,0
0.33709717,1.5843353,-0.57695293,0
-0.2387085,1.4670258,1.1193361,0
-0.45777893,1.4466705,1.0463228,0
-0.129776,1.5508118,0.43459797,0
0.17430115,1.5975037,-0.21782207,0
0.31196594,1.4825897,-0.7601042,0
0.4376526,1.5687714,-0.937274,0
0.09169006,1.5927124,-0.09930706,0
-0.19920349,1.4598389,0.73507404,0
-0.20159912,1.5795441,0.46691608,0
-0.026824951,1.5783539,0.002453804,0
0.1503601,1.500534,-0.3578825,0
0.20661926,1.4981537,-0.98875713,0
-0.10223389,1.6082764,0.107785225,0
0.16471863,1.5448303,-0.31956768,0
0.2820282,1.5532074,-0.9492521,0
0.2999878,1.6597595,-0.7517271,0
-0.03878784,1.6453857,0.35918903,0
-0.26863098,1.4993439,0.7087374,0
-0.013656616,1.5735626,0.3388338,0
0.13119507,1.5987091,-0.20704937,0
0.23414612,1.5017395,-0.51948833,0
0.24133301,1.5891266,-0.6427946,0
0.1108551,1.6202545,-0.11845684,0
-0.087875366,1.6082764,0.45374775,0
-0.14294434,1.5208893,0.37713337,0
0.10006714,1.6046906,-0.0945158,0
0.09529114,1.5747681,-0.3183775,0
0.09648132,1.471817,-0.35190105,0
0.0713501,1.5496216,-0.23099041,0
-0.014846802,1.5819397,0.15328693,0
-0.066329956,1.6274261,0.27538776,0
0.13719177,1.5735626,0.093426704,0
0.034240723,1.5603943,-0.2776823,0
-0.7498627,1.7459412,-0.46083355,0
-0.14653015,1.507721,-0.3758421,0
0.8566437,1.6226501,0.088635445,0
0.5837097,1.6202545,0.75542927,0
0.162323,1.4825897,0.17841816,0
0.19703674,1.3101959,-0.80440044,0
0.47117615,1.4993439,-0.6367979,0
0.06655884,1.6729279,0.48248005,0
-0.29855347,1.5400391,0.36277485,0
-0.23391724,1.4945526,-0.21063519,0
-0.07350159,1.6130676,-0.21063519,0
0.05458069,1.5795441,-0.0657835,0
0.018676758,1.4945526,-0.43210125,0
0.0066986084,1.6824951,-0.2597227,0
-0.07710266,1.5843353,0.4262209,0
-0.060333252,1.492157,0.23348713,0
0.18865967,1.5998993,-0.35548687,0
0.21380615,1.5831451,-0.33873272,0
0.05697632,1.392807,0.04913044,0
0.14317322,1.5963135,0.07067585,0
0.07733154,1.6968689,-0.0023374557,0
0.005508423,1.4347076,0.124554634,0
-0.010055542,1.4754028,-0.25732708,0
0.036621094,1.6848907,-0.3650694,0
0.005508423,1.6082764,0.09223652,0
-0.047164917,1.4706116,0.14849567,0
0.1730957,1.665741,-0.22380352,0
0.13598633,1.6142731,-0.02987957,0
-0.029205322,1.4095612,0.016812325,0
0.11204529,1.5615997,-0.28126812,0
0.07852173,1.7064362,-0.11366558,0
