acc_x,acc_y,acc_z,label
0.16471863,-0.5010071,-0.21063519,0
0.10606384,-0.21011353,-0.12085247,0
-0.0016784668,-0.011398315,0.055111885,0
0.024658203,0.120285034,0.013226509,0
-0.22314453,0.1585846,0.18081379,0
-0.4960785,0.15620422,0.33045673,0
-0.6181793,0.46385193,0.25503254,0
-0.6289673,0.8744507,0.04913044,0
-0.82647705,1.0540161,-0.08972454,0
-0.9102783,1.0564117,0.069485664,0
-1.0335846,1.1102905,0.19877338,0
-1.170044,1.1689453,-0.015505791,0
-1.1473083,1.0193024,-0.25732708,0
-1.1209717,0.75953674,-0.21542645,0
-1.0730896,0.5225067,0.06589985,0
-1.0072479,0.27470398,0.22271442,0
-0.87435913,-0.06765747,0.19756794,0
-0.80851746,-0.3633423,0.064694405,0
-0.82289124,-0.49742126,0.07067585,0
-0.95936584,-0.58361816,0.1401186,0
-1.0168152,-0.58122253,0.11855793,0
-0.97132874,-0.4232025,0.002453804,0
-0.9102783,-0.21011353,-0.074160576,0
-0.8959198,-0.068862915,0.24306965,0
-0.81451416,-0.054489136,0.2634096,0
-0.7378998,-0.071258545,-0.07536602,0
-0.70796204,-0.011398315,-0.25851727,0
-0.80374146,0.11190796,-0.08732891,0
-0.8348541,0.22442627,0.17841816,0
-0.97612,0.29985046,-0.0011472702,0
-1.1293488,0.31781006,-0.29085064,0
-1.1640625,0.23400879,-0.34350872,0
-1.1389313,-0.073654175,-0.062197685,0
-0.95936584,-0.39805603,-0.21661663,0
-0.58106995,-0.54888916,-0.49673748,0
-0.4553833,-0.5297394,-0.33513165,0
-0.56192017,-0.6410675,0.26101398,0
-0.4386139,-0.49742126,0.62733173,0
-0.37039185,-0.035339355,0.04433918,0
-0.56192017,-0.02696228,-0.25851727,0
-0.96414185,-0.13710022,0.60937214,0
-0.7845764,-0.068862915,0.29453754,0
-0.5439606,-0.18138123,-0.57335186,0
-0.778595,-0.37890625,0.43459797,0
-0.6121979,-0.34777832,0.6728182,0
-0.40150452,-0.25082397,-0.51948833,0
-0.6181793,-0.40045166,-0.071780205,0
-0.62776184,-0.57164,0.6512728,0
-0.49967957,-0.33700562,-0.45006084,0
-0.684021,-0.36694336,-0.8008146,0
-0.8863373,-0.47706604,0.33762836,0
-0.7295227,-0.25320435,0.15447712,0
-0.6696625,-0.20652771,-0.6296263,0
-0.9677429,-0.40524292,0.36517048,0
-0.82289124,-0.35855103,0.81527424,0
-0.5726929,-0.16223145,-0.42970562,0
-0.6505127,-0.20652771,-0.29802227,0
-0.61579895,-0.29510498,0.67042255,0
-0.37397766,-0.16223145,0.021603584,0
-0.18363953,-0.1382904,-0.703845,0
-0.25546265,-0.25920105,0.009625435,0
-0.29855347,-0.21969604,0.49924946,0
-0.27700806,-0.11314392,-0.15077496,0
-0.47573853,-0.2639923,-0.21782207,0
-0.6337433,-0.34777832,0.39869404,0
-0.48051453,-0.20054626,-0.081347466,0
-0.4386139,-0.14427185,-0.5709715,0
-0.56192017,-0.29870605,0.3974886,0
-0.52960205,-0.31666565,0.5243807,0
-0.42904663,-0.2831421,-0.3985777,0
-0.45777893,-0.36932373,-0.13641644,0
-0.38954163,-0.30947876,0.42382526,0
-0.32130432,-0.14308167,-0.059802055,0
-0.40750122,-0.18138123,-0.42970562,0
-0.6361389,-0.29270935,0.14130878,0
-0.6361389,-0.26159668,0.15208149,0
-0.44100952,-0.16342163,-0.51111126,0
-0.41348267,-0.21609497,-0.15077496,0
-0.4086914,-0.274765,0.4405794,0
-0.30455017,-0.27835083,0.10419941,0
-0.40150452,-0.30708313,0.1796236,0
-0.47573853,-0.3262329,0.55430317,0
-0.3189087,-0.24603271,-0.102892876,0
-0.20758057,-0.09638977,-0.74574566,0
-0.2387085,-0.064071655,-0.4368925,0
-0.2099762,-0.102371216,-0.0035429,0
-0.12258911,-0.114349365,-0.119662285,0
-0.23510742,-0.25320435,-0.10409832,0
-0.5164337,-0.4064331,0.36636066,0
-0.6912079,-0.36813354,0.3974886,0
-0.8169098,-0.2244873,-0.24774456,0
-0.99168396,-0.27355957,-0.15317059,0
-0.95936584,-0.26757812,0.3292513,0
-0.64930725,-0.21131897,0.107785225,0
-0.40150452,-0.14906311,-0.14718914,0
-0.22193909,-0.11553955,0.035962105,0
-0.090270996,-0.097595215,-0.043047905,0
0.007904053,-0.17658997,-0.10170269,0
-0.16807556,-0.2544098,0.18081379,0
-0.28659058,-0.24005127,0.15328693,0
-0.28300476,-0.12631226,-0.29683208,0
-0.43144226,-0.11793518,-0.38182354,0
-0.57748413,-0.18856812,0.14849567,0
-0.521225,-0.121536255,0.10419941,0
-0.347641,-0.02935791,-0.2716856,0
-0.25427246,-0.15744019,0.10659504,0
-0.129776,-0.2292633,0.45734882,0
-0.134552,-0.107162476,-0.13522625,1
-0.33566284,-0.12631226,-0.60927105,1
-0.59902954,-0.12991333,1.1205416,1
-0.34405518,-0.14427185,0.70634174,1
-0.12498474,-0.09399414,-0.6356077,1
-0.19322205,-0.14787292,-0.32077312,1
-0.34165955,-0.17539978,0.5052309,1
-0.29855347,-0.15504456,0.5016298,1
-0.24110413,-0.123931885,0.23467731,1
-0.29736328,-0.21730042,0.009625435,1
-0.4948883,-0.28074646,-0.19986248,1
-0.70558167,-0.2831421,-0.31239605,1
-0.89352417,-0.32025146,-0.28006268,1
-0.75823975,-0.1670227,-0.3076048,1
-0.51882935,-0.119140625,-0.069384575,1
-0.5104523,-0.33102417,0.29334736,1
-0.41467285,-0.28193665,-0.17233562,1
-0.26863098,-0.24482727,-0.28006268,1
-0.19322205,-0.0987854,-0.26570415,1
-0.32369995,-0.025756836,-0.42132854,1
-0.6469116,-0.07244873,-0.26689434,1
-0.8995056,0.019729614,-0.4153471,1
-1.0515289,0.15499878,-0.9648161,1
-1.2011719,0.15141296,-1.1910582,1
-1.3029327,0.09992981,-1.308383,1
-1.3819427,0.13943481,-1.6220121,1
-1.5076294,0.12866211,-1.8518553,1
-1.7530365,0.03529358,-1.3826017,1
-1.8356323,-0.22688293,-0.25493145,1
-1.6548767,-0.6913452,1.2031374,1
-1.1401215,-1.2216644,2.213498,1
-0.3069458,-1.4515076,2.5881777,1
0.52145386,-1.7268372,2.6037416,1
1.2050018,-1.4012299,2.150052,1
1.8562164,-0.5417175,1.533536,1
2.4116821,-0.16821289,0.85477924,1
2.3063354,-0.061676025,0.6800051,1
1.735321,0.008956909,0.89069843,1
1.2469025,-0.24603271,1.1899691,1
0.8123474,-0.46629333,1.0271578,1
0.41252136,-0.40045166,0.20715046,1
-0.3117218,-0.33221436,-0.31239605,1
-1.2155457,-0.42678833,-0.49075603,1
-1.9074707,-0.4698944,-0.84749126,1
-2.146881,-0.3561554,-1.1024809,1
-2.303711,-0.083221436,-1.0737486,1
-2.327652,0.09992981,-1.2401457,1
-2.051117,0.048461914,-1.5047026,1
-1.7482452,-0.06526184,-1.4197111,1
-1.5507202,-0.08680725,-1.0378294,1
-1.3137054,-0.054489136,-0.8893919,1
-1.1054077,-0.012588501,-0.85586834,1
-1.0826569,-0.064071655,-0.59968853,1
-0.9689331,-0.13710022,-0.57695293,1
-0.7594452,-0.26278687,-0.6834898,1
-0.39672852,-0.2364502,-0.48118877,1
-0.20399475,-0.13349915,-0.14958477,1
-0.22433472,-0.25559998,-0.047839165,1
-0.26264954,-0.29870605,0.21194172,1
-0.31292725,-0.17181396,0.38790607,1
-0.2710266,-0.17539978,0.6907778,1
-0.21237183,-0.21730042,0.632123,1
-0.15849304,-0.12033081,0.24546528,1
-0.04118347,-0.08442688,0.53875446,1
-0.025619507,0.0209198,0.90386677,1
0.16950989,0.17774963,0.6800051,1
0.3897705,0.20048523,0.63810444,1
0.48913574,0.24597168,0.69915485,1
0.5561676,0.29864502,0.21673298,1
0.4005432,0.18492126,0.32326984,1
0.13000488,0.31541443,0.4082613,1
0.012680054,0.44589233,0.06110859,1
-0.2099762,0.4028015,0.37235737,1
-0.4386139,0.32858276,0.6033907,1
-0.40390015,0.6374359,-0.23697186,1
-0.5571289,0.6278534,-0.7804594,1
-0.6864166,0.46983337,-0.1914854,1
-0.7618408,0.57518005,0.38911152,1
-0.43023682,0.7571411,-0.52188396,1
-0.48651123,0.68292236,-0.4488554,1
-0.5942383,0.28668213,0.004834175,1
-0.4841156,0.3632965,-0.26330853,1
-0.44100952,0.41955566,-0.48956585,1
-0.46855164,-0.040130615,0.112576485,1
-0.13575745,-0.34298706,-0.25134563,0
0.1108551,-0.37052917,-0.85467815,0
-0.21716309,-0.33221436,-0.08732891,0
-0.3799591,-0.22688293,0.913434,0
0.027053833,0.0783844,0.1628542,0
0.2090149,0.091552734,-0.61885357,0
0.3179474,0.6769409,-0.34231853,0
0.43167114,1.2754822,-0.05621624,0
-0.016036987,1.061203,0.33045673,0
-0.1812439,1.0875397,0.36636066,0
-0.2961731,1.5460358,-0.45125103,0
-0.7007904,0.5847626,-1.1132536,0
-0.8611908,0.26393127,0.40227985,0
-0.41467285,1.0564117,0.90147114,0
-0.1405487,0.44230652,-0.96242046,0
-0.30334473,-0.35855103,-0.24774456,0
0.38020325,0.0783844,0.6500826,0
0.63638306,0.007751465,0.17602253,0
0.29400635,-0.24961853,0.913434,0
0.7321472,0.4937744,0.65845966,0
0.572937,0.60032654,-0.23936749,0
0.2090149,0.44110107,0.7195101,0
0.50109863,0.8349457,0.9708986,0
0.48434448,1.0073395,-0.21303082,0
0.5166626,1.0097351,0.0060396194,0
0.6100464,1.3856201,0.3903017,0
0.07493591,1.0588074,-0.48956585,0
-0.3368683,0.79545593,0.19996357,0
-0.42544556,0.5847626,0.46214008,0
-0.74627686,-0.19454956,-0.5051298,0
-0.9258423,-0.57164,-0.34829998,0
-0.6110077,-0.5309448,-0.1627531,0
-0.64811707,-0.5620575,-0.23697186,0
-0.61698914,0.03768921,-0.13641644,0
-0.05316162,0.47343445,-0.4261198,0
0.2521057,0.67333984,-0.19507122,0
0.23654175,1.0971222,0.16524982,0
0.28323364,1.0995178,-0.4440794,0
0.07254028,0.858902,-0.6104765,0
-0.33328247,1.100708,0.07067585,0
-0.4194641,0.882843,-0.0047330856,0
-0.70796204,0.3166046,-0.15916729,0
-0.68162537,-0.068862915,0.23707294,0
-0.30574036,-0.28433228,0.28495502,0
-0.17884827,-0.23286438,0.41305256,0
0.22337341,-0.17779541,0.6345186,0
0.711792,0.101135254,0.12695026,0
0.5753174,0.52848816,-0.35190105,0
0.31315613,0.4542694,0.11378193,0
-0.0028686523,0.49258423,0.7685976,0
-0.2602539,0.71284485,0.419034,0
-0.43144226,0.70925903,-0.42251873,0
-0.7558594,0.5296936,-0.100497246,0
-0.466156,0.42913818,0.23348713,0
-0.16567993,0.49977112,-0.13522625,0
0.0066986084,0.17056274,-0.086138725,0
0.32632446,-0.1742096,0.074276924,0
0.23893738,-0.116744995,-0.41055584,0
0.0019073486,-0.24005127,-0.18550396,0
-0.032806396,-0.35736084,0.74226093,0
0.015075684,0.0209198,0.5351534,0
0.08929443,0.25315857,-0.2597227,0
-0.04597473,0.4219513,-0.27647686,0
-0.09146118,0.6206665,-0.18669415,0
-0.13096619,0.63983154,-0.37703228,0
-0.39312744,0.49137878,-0.10888958,0
-0.2207489,0.40759277,0.19517231,0
-0.095047,0.38963318,0.013226509,0
-0.10343933,0.18252563,-0.08255291,0
0.12162781,-0.016189575,0.26221943,0
0.24014282,-0.11553955,0.26461506,0
0.28323364,-0.24124146,0.04913044,0
0.3107605,-0.08680725,-0.1232481,0
0.13957214,0.067611694,-0.07776165,0
0.06535339,0.1873169,0.28495502,0
-0.09146118,0.4315338,0.47051716,0
-0.12617493,0.511734,0.2418642,0
-0.1453247,0.41836548,-0.30520916,0
-0.22912598,0.12387085,-0.640399,0
-0.14892578,0.008956909,-0.40695477,0
-0.16688538,0.03768921,0.3292513,0
-0.0016784668,-0.056884766,0.48966694,0
0.35864258,-0.099975586,-0.14479351,0
0.32632446,-0.1789856,-0.4440794,0
0.27844238,-0.21490479,0.17004108,0
0.201828,-0.05569458,0.4549532,0
0.13119507,-0.085617065,0.3101015,0
0.20063782,-0.04611206,0.11855793,0
0.1910553,-0.010192871,-0.05861187,0
0.16950989,-0.114349365,0.1688509,0
-0.18482971,-0.016189575,0.3962984,0
-0.25306702,0.031692505,0.15447712,0
-0.35961914,-0.02456665,-0.25732708,0
-0.3691864,-0.099975586,-0.36625957,0
-0.061538696,-0.012588501,-0.35309124,0
0.09768677,0.06880188,0.014416695,0
0.32392883,0.0149383545,0.30770588,0
0.44125366,0.0209198,0.17602253,0
0.24491882,-0.00541687,-0.1232481,0
0.20063782,-0.11793518,0.02758503,0
0.05218506,-0.04371643,0.32326984,0
-0.013656616,-0.016189575,0.17483234,0
-0.03878784,-0.028152466,-0.24895,0
0.016281128,-0.028152466,-0.29443645,0
0.058181763,0.093948364,-0.11606121,0
-0.12617493,0.18252563,-0.05861187,0
-0.036392212,0.089157104,0.0251894,0
0.10845947,0.0149383545,0.20715046,0
0.21858215,-0.03892517,0.28974628,0
0.36941528,-0.059280396,0.19637775,0
0.3215332,-0.121536255,0.100613594,0
0.31436157,-0.14187622,0.09461689,0
0.23774719,0.041275024,0.064694405,0
0.22697449,-0.013793945,0.093426704,0
0.16950989,0.0496521,0.17004108,0
0.11323547,0.070007324,0.14849567,0
0.12402344,0.072402954,-0.04663372,0
0.012680054,0.09274292,-0.51230145,0
-0.08547974,0.031692505,-0.4847746,0
-0.17047119,0.15979004,-0.3004179,0
-0.33328247,0.079589844,-0.107684135,0
-0.37516785,0.12626648,0.016812325,0
-0.57029724,0.17414856,-0.081347466,0
-0.5343933,0.21844482,0.008435249,0
-0.54156494,0.5045471,0.38073444,0
-0.40031433,0.56321716,0.39269733,0
-0.10223389,0.7272186,0.107785225,0
0.009094238,0.78826904,-0.14718914,0
0.11204529,0.80262756,-0.110079765,0
0.017471313,0.645813,0.1113863,0
0.09289551,0.472229,0.07307148,0
-0.09744263,0.33815002,-0.066988945,0
-0.1010437,-0.061676025,0.031170845,0
0.019866943,-0.22807312,0.4477663,0
0.06655884,-0.07723999,0.42142963,0
0.3323059,-0.01977539,-0.010714531,0
0.3095703,0.23999023,-0.36386395,0
0.3275299,0.30343628,-0.29443645,0
0.16950989,0.5440521,0.39869404,0
0.12281799,0.7044678,0.62972736,0
0.2305603,0.85650635,0.17483234,0
0.0043029785,0.84213257,-0.22140789,0
-0.13815308,0.7080536,-0.23936749,0
-0.5463562,0.4039917,-0.045443535,0
-0.37516785,0.19210815,-0.04423809,0
-0.3177185,0.4039917,-0.10888958,0
0.011489868,0.2770996,-0.3399229,0
0.07972717,0.3824463,-0.05382061,0
0.11923218,0.37287903,0.055111885,0
0.18984985,0.38484192,-0.088534355,0
-0.037597656,0.22563171,0.117367744,0
0.028244019,0.02331543,-0.1627531,0
-0.08068848,-0.030548096,-0.39020061,0
0.023452759,-0.35256958,-0.074160576,0
-0.13694763,-0.43397522,0.6393099,0
-0.039993286,-0.49742126,0.6919832,0
-0.18005371,-0.2244873,0.11378193,0
-4.8828125E-4,-0.08920288,-0.42251873,0
-0.08906555,0.0496521,-0.035861015,0
0.22097778,0.06163025,0.3855257,0
0.2197876,0.0017700195,0.12095356,0
0.19943237,-0.24243164,-0.13881207,0
0.03303528,-0.24961853,0.098217964,0
0.13240051,-0.088012695,0.083844185,0
0.3215332,-0.01977539,-0.33394146,0
0.34547424,-0.090408325,-0.31000042,0
0.2604828,-0.12631226,0.04433918,0
0.13000488,-0.11076355,-0.22380352,0
-0.2027893,-0.21250916,-0.090929985,0
-0.4446106,-0.2472229,0.4441805,0
-0.45178223,-0.010192871,-0.124453545,0
-0.3572235,0.084365845,-0.80798626,0
-0.4769287,-0.059280396,-0.32077312,0
-0.46495056,-0.121536255,0.20954609,0
-0.22793579,-0.14906311,0.012021065,0
-0.11779785,-0.27355957,0.17722797,0
0.11204529,-0.29989624,0.64887714,0
0.38497925,-0.121536255,0.1843996,0
0.43167114,-0.07963562,-0.30162334,0
0.26287842,-0.044921875,0.05871296,0
0.17070007,0.09036255,0.08504963,0
0.1156311,0.13464355,-0.38063335,0
-0.024429321,0.010147095,-0.41295147,0
-0.114212036,-0.07963562,-0.00833416,0
-0.19920349,-0.13230896,0.107785225,0
-0.2566681,-0.27716064,0.30531025,0
-0.24827576,-0.3034973,0.5124178,0
-0.0435791,-0.15026855,0.27538776,0
0.2197876,-0.1382904,0.02279377,0
0.41012573,-0.119140625,-0.0023374557,0
0.5837097,-0.05090332,-0.05142498,0
0.61602783,-0.123931885,0.05631733,0
0.5418091,-0.12991333,0.20596027,0
0.42448425,-0.090408325,0.17841816,0
0.28681946,-0.14187622,0.091031075,0
0.19584656,-0.097595215,-0.05621624,0
0.1802826,-0.05569458,-0.21303082,0
-0.0016784668,-0.11076355,-0.17950726,0
0.07972717,-0.16941833,-0.08015728,0
0.15634155,-0.12631226,-0.15317059,0
0.07733154,-0.109558105,-0.209445,0
-0.031600952,-0.21011353,0.14968586,0
-0.15849304,-0.1849823,0.52198505,0
-0.066329956,-0.16941833,0.3855257,0
-0.14294434,-0.24124146,0.103009224,0
-0.08547974,-0.20892334,-0.05861187,0
0.037826538,-0.104766846,-0.25253582,0
0.15992737,-0.004211426,-0.3686552,0
0.37660217,0.0209198,-0.13162518,0
0.33590698,-0.035339355,0.009625435,0
0.22697449,-0.15145874,0.07067585,0
-0.08187866,-0.31306458,0.28974628,0
-0.17765808,-0.29870605,0.41663837,0
-0.16688538,-0.18617249,0.103009224,0
-0.0435791,-0.099975586,-0.26570415,0
0.1730957,-0.07484436,-0.0011472702,0
0.30119324,-0.06048584,0.08025837,0
0.42687988,-0.06286621,-0.04184246,0
0.22457886,-0.16941833,0.31968403,0
0.19703674,-0.17181396,0.3507967,0
0.21739197,-0.14068604,-0.2034483,0
0.13719177,-0.03175354,-0.5206938,0
0.19584656,0.01612854,-0.3973875,0
0.12879944,-0.00541687,-0.27408123,0
0.21739197,-0.03652954,-0.112475395,0
0.17070007,-0.114349365,0.13053608,0
0.1515503,-0.15625,0.37235737,0
0.08331299,-0.2137146,0.39509296,0
-0.049560547,-0.1454773,-0.0322752,0
-0.16807556,-0.1275177,-0.107684135,0
-0.2387085,-0.07723999,-0.038256645,0
-0.055541992,-0.07244873,-0.12564373,0
0.007904053,-0.24243164,0.23946857,0
0.18507385,-0.34298706,0.62733173,0
0.3897705,-0.21730042,0.14610004,0
0.39935303,-0.0700531,-0.55780315,0
0.40174866,-0.092803955,-0.20823956,0
0.26646423,-0.044921875,0.17123127,0
0.35984802,0.012542725,-0.3686552,0
0.12521362,-0.0987854,-0.31239605,0
-0.10821533,-0.1789856,0.31249714,0
-0.16088867,-0.26039124,0.30172443,0
-0.42066956,-0.3406067,0.22390461,0
-0.38475037,-0.38967896,0.5746584,0
-0.27581787,-0.25920105,0.2717867,0
-0.1010437,-0.20892334,-0.18908978,0
-0.0723114,-0.15026855,-0.17473125,0
-0.044769287,-0.07963562,-0.07297039,0
0.055786133,-0.15026855,-0.0610075,0
-0.17884827,-0.20173645,0.11855793,0
-0.27581787,-0.29270935,0.26820087,0
-0.4553833,-0.3561554,0.13891315,0
-0.54756165,-0.29032898,-0.122057915,0
-0.57748413,-0.25082397,-0.081347466,0
-0.4673462,-0.15864563,-0.026278496,0
-0.14653015,-0.09638977,-0.12564373,0
0.012680054,-0.10357666,-0.18669415,0
0.10006714,-0.1670227,0.009625435,0
0.048599243,-0.12870789,0.18081379,0
0.040222168,-0.040130615,0.002453804,0
0.019866943,-0.18258667,0.17243671,0
-0.03878784,-0.18138123,0.3855257,0
0.12640381,-0.1382904,0.081448555,0
0.10725403,-0.19815063,-0.12085247,0
0.031845093,-0.07244873,-0.1519804,0
0.06416321,0.10951233,-0.28724957,0
-0.05076599,-0.02217102,0.02758503,0
-0.0040740967,-0.1849823,0.5231905,0
0.040222168,-0.2184906,0.40227985,0
-0.090270996,-0.33221436,0.2418642,0
-0.20639038,-0.3453827,0.32685566,0
-0.10702515,-0.14187622,0.0012483597,0
0.0761261,-0.023361206,-0.41174603,0
0.023452759,0.038879395,-0.39020061,0
0.06416321,0.07359314,-0.34471416,0
-0.0723114,0.008956909,-0.24055767,0
-0.37516785,-0.11076355,0.067090034,0
-0.38356018,-0.2544098,0.15328693,0
-0.37278748,-0.22209167,-0.050219536,0
-0.2494812,-0.22088623,-0.02748394,0
-0.22793579,-0.2687683,0.3903017,0
-0.14294434,-0.2184906,0.48008442,0
0.022262573,-0.24124146,0.33045673,0
-0.0016784668,-0.2137146,0.37115192,0
0.13000488,-0.12512207,0.15926838,0
0.19703674,-0.059280396,-0.074160576,0
0.10006714,-0.1454773,0.02279377,0
0.09408569,-0.12033081,0.12334919,0
0.09529114,-0.15625,-0.21542645,0
-0.030410767,-0.07963562,-0.5745573,0
-0.17884827,0.0041656494,-0.27647686,0
-0.23391724,-0.12631226,0.03477192,0
-0.41706848,-0.12272644,0.20834064,0
-0.6134033,-0.21969604,-0.114871025,0
-0.71395874,-0.47227478,-0.08732891,0
-0.91267395,-0.67578125,0.5231905,0
-0.5834656,-0.26997375,0.5303621,0
-0.31053162,-0.11076355,0.12334919,0
-0.21835327,-0.29032898,-0.17711163,0
-0.20159912,0.01612854,-0.33752728,0
-0.22793579,0.21006775,-0.7325773,0
-0.51882935,0.012542725,-0.38182354,0
-0.624176,-0.012588501,0.1341219,0
-0.24349976,0.06402588,-0.2992277,0
-0.23510742,-0.1670227,-0.56257915,0
-0.5463562,-0.40524292,0.20596027,0
-0.7271271,-0.62312317,0.78176594,0
-0.7905731,-0.8182373,1.1121645,0
-0.64930725,-0.8960571,1.3300295,0
-0.12138367,-0.75479126,0.77816486,0
0.25689697,-0.4243927,-0.07776165,0
0.1048584,0.012542725,-0.293231,0
-0.13215637,0.14781189,-0.16035748,0
-0.46136475,0.098739624,0.014416695,0
-0.5164337,0.050857544,0.08744526,0
-0.545166,-0.17658997,0.16166401,0
-0.9725342,-0.43876648,0.340024,0
-1.1520996,-0.5225525,-0.14239788,0
-1.1592712,-0.37171936,-0.5530119,0
-1.1401215,-0.25201416,-0.2202177,0
-0.90309143,-0.1897583,-0.093325615,0
-0.4374237,-0.12272644,-0.7026396,0
-0.3979187,-0.114349365,-0.85586834,0
-0.70318604,-0.1849823,-0.35309124,0
-0.97132874,-0.17539978,-0.0945158,0
-1.0252075,-0.12870789,-0.074160576,0
-1.0132294,-0.0700531,-0.1986723,0
-0.94140625,-0.05329895,-0.48717022,0
-0.82528687,-0.020980835,-0.49196148,0
-0.6900177,-0.07963562,-0.019106865,0
-0.565506,-0.1897583,0.3292513,0
-0.29496765,-0.16941833,0.28376484,0
0.013885498,-0.2687683,0.122159004,0
0.13957214,-0.32743835,0.26820087,0
-0.036392212,-0.26637268,0.4405794,0
-0.49128723,-0.27716064,0.45135212,0
-0.78219604,-0.3908844,0.48248005,0
-0.97013855,-0.33461,0.4298067,0
-0.84085083,-0.29989624,0.27657795,0
-0.46855164,-0.33700562,0.3101015,0
-0.29257202,-0.23286438,0.52198505,0
-0.116607666,-0.12033081,0.5279665,0
-0.04118347,-0.23765564,0.16166401,0
-0.09146118,-0.24482727,-0.23457623,0
-0.13934326,-0.19215393,-0.34350872,0
-0.2997589,-0.20652771,0.1915865,0
-0.4374237,-0.44714355,0.78893757,0
-0.5535431,-0.39926147,0.20954609,0
-0.7953644,-0.32025146,-0.6032896,0
-1.0263977,-0.41003418,-0.3758421,0
-0.99168396,-0.3453827,0.34840107,0
-0.6361389,-0.2687683,0.08504963,0
-0.30574036,-0.20652771,-0.31358624,0
0.0019073486,-0.19934082,-0.32675457,0
0.06895447,-0.01737976,-0.12085247,0
0.11323547,-0.020980835,0.13172626,0
0.09768677,-0.13110352,0.2310915,0
0.1156311,-0.04611206,-0.09930706,0
-0.031600952,-0.078430176,-0.5542021,0
-0.3943329,-0.29989624,0.09701252,0
-0.45777893,-0.45433044,0.829648,0
-0.13336182,-0.3956604,0.61895466,0
0.32034302,-0.23046875,0.32685566,0
0.6651001,-0.09638977,0.076672554,0
0.6974335,-0.044921875,-0.5099058,0
0.5058899,0.005355835,-0.9396696,0
0.07733154,-0.03175354,-1.0246611,0
-0.6552887,0.096343994,-0.45125103,0
-1.0108337,-0.07244873,0.28017902,0
-1.2765961,-0.29151917,0.8081026,0
-1.1365356,-0.5728302,0.44178486,0
-0.89352417,-0.42799377,-0.7517271,0
-0.62057495,-0.17658997,-0.7325773,0
-0.017242432,-0.04850769,0.3567934,0
0.70700073,0.14781189,0.67760944,0
1.2109833,0.2040863,-0.21782207,0
1.0206451,0.031692505,-0.45364666,0
0.27844238,-0.052093506,0.04673481,0
-0.3584137,-0.14666748,0.37354755,0
-0.584671,-0.032943726,0.29095173,0
-0.42425537,0.062820435,-0.08732891,0
-0.16209412,0.011352539,-0.5159025,0
